Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario510,0,80,0,100,100,-90,100,80,80,0.1
scenario511,0,100,80,100,20,-60,100,100,100,0.1
scenario512,0,0,20,100,80,30,80,100,0,0.6
scenario513,0,100,0,40,100,90,0,60,60,1
scenario514,1,100,0,100,100,-90,100,60,100,0.1
scenario515,0,60,0,100,0,60,40,0,0,0.1
scenario516,0,60,100,100,20,-30,0,0,0,0.8
scenario517,0,60,60,100,60,-90,100,0,100,0.2
scenario518,0,80,60,80,60,0,100,0,100,1
scenario519,1,20,80,100,40,-60,80,20,100,0.2
scenario520,0,80,40,100,0,-90,100,20,100,0.2
scenario521,0,60,60,80,20,30,80,0,100,0.2
scenario522,0,40,40,100,80,-90,0,0,80,0.2
scenario523,1,60,40,100,40,-90,100,0,100,0.2
scenario524,0,60,60,80,40,-90,100,80,100,0.2
scenario525,1,40,60,100,40,-90,100,20,100,0.6
scenario526,1,60,60,100,60,-90,0,40,100,0.2
scenario527,0,80,80,100,60,-90,40,20,100,0.2
scenario528,0,40,80,0,0,-60,0,0,100,0.1
scenario529,0,60,60,100,60,-90,100,0,100,0.2
scenario530,1,80,20,100,20,-90,100,20,80,0.2
scenario531,0,80,40,100,0,-90,100,20,100,0.2
scenario532,0,40,60,60,20,30,80,0,80,0.1
scenario533,1,80,80,100,60,-90,100,60,100,0.2
scenario534,0,60,80,60,20,-60,100,80,100,0.2
scenario535,1,60,60,60,40,-90,80,80,100,0.1
scenario536,0,80,20,100,20,-60,80,20,100,0.1
scenario537,1,60,60,80,40,-90,0,60,100,0.4
scenario538,0,60,20,20,60,-90,80,20,100,0.2
scenario539,0,60,40,80,20,90,100,100,100,0.1
scenario540,1,40,40,80,60,-30,100,0,80,0.6
scenario541,0,80,20,100,20,-60,80,20,100,0.1
scenario542,0,40,40,80,20,-90,20,0,100,0.4
scenario543,1,20,60,60,0,60,60,0,100,0.2
scenario544,0,40,40,80,0,-30,60,80,80,0.1
scenario545,1,60,40,0,80,-60,20,80,80,0.2
scenario546,1,80,40,100,20,-30,100,20,80,0.1
scenario547,1,60,40,40,0,90,100,40,100,0.1
scenario548,1,60,40,80,20,-30,100,20,100,0.4
scenario549,0,60,100,60,20,-60,100,100,80,0.2
scenario550,0,60,60,40,60,60,100,20,80,0.2
scenario551,0,40,20,0,80,-90,100,40,100,0.2
scenario552,0,60,40,80,0,-60,80,20,100,0.2
scenario553,1,60,40,40,0,90,100,40,100,0.1
scenario554,1,100,60,60,40,-60,80,0,80,0.1
scenario555,1,0,40,80,20,60,60,100,80,0.1
scenario556,1,80,20,60,20,-30,20,40,100,0.8
scenario557,1,80,0,40,20,90,100,60,100,0.2
scenario558,0,20,20,80,20,-60,40,20,100,0.2
scenario559,0,80,20,100,20,-60,60,0,100,0.1
scenario560,1,40,40,80,20,-60,100,0,100,0.6
scenario561,0,60,80,40,80,60,100,20,60,0.2
scenario562,0,80,60,40,80,30,100,20,60,0.1
scenario563,0,60,100,80,0,-90,100,0,80,0.1
scenario564,1,40,0,80,20,-90,20,60,100,0.6
scenario565,0,60,100,80,0,-90,100,0,80,0.1
scenario566,0,100,40,60,20,-60,80,0,40,0.1
scenario567,1,40,40,60,40,-60,100,0,0,0.8
scenario568,0,80,0,60,20,90,80,40,80,0.2
scenario569,0,60,20,40,100,90,80,60,100,0.2
scenario570,1,100,80,60,60,-30,80,0,80,0.1
scenario571,1,0,60,80,40,60,80,80,100,0.2
scenario572,0,100,80,40,60,0,100,20,80,0.1
scenario573,1,100,80,100,0,-60,60,20,60,0.1
scenario574,0,40,40,60,20,-90,20,0,100,0.8
scenario575,1,60,0,100,20,-90,100,80,100,0.8
scenario576,1,100,60,60,20,-30,40,60,100,0.6
scenario577,1,0,0,0,100,-60,20,0,40,0.6
scenario578,0,60,60,100,60,-60,100,20,100,0.2
scenario579,0,80,60,80,60,-90,100,0,100,0.2
scenario580,1,100,0,20,100,90,0,80,20,1
scenario581,0,100,0,100,100,-90,100,60,100,0.1
scenario582,0,80,0,100,100,-90,100,60,100,0.8
scenario583,1,0,0,20,100,-60,40,0,40,0.6
scenario584,1,60,60,100,60,30,100,0,100,0.1
scenario585,0,80,80,0,20,90,0,80,0,0.6
scenario586,0,20,20,100,100,60,60,0,40,0.6
scenario587,0,0,0,0,100,-60,20,100,80,0.1
scenario588,1,100,0,100,100,-60,100,60,100,0.6
scenario589,0,60,60,100,60,-60,100,20,100,0.2
scenario590,0,40,60,80,80,-30,100,80,100,0.6
scenario591,0,20,0,100,60,-30,100,60,60,0.4
scenario592,0,60,80,100,0,30,100,40,100,0.1
scenario593,0,60,40,80,60,-60,80,40,100,0.1
scenario594,0,20,40,100,60,-60,100,20,0,0.4
scenario595,0,40,60,100,60,-60,100,20,100,0.4
scenario596,0,60,60,100,20,-60,100,20,40,0.1
scenario597,0,60,80,100,40,-30,100,20,100,0.2
scenario598,1,40,40,100,60,90,80,80,100,0.2
scenario599,1,80,60,100,40,30,100,20,20,0.1
scenario600,0,60,60,100,60,-60,100,0,100,0.1
scenario601,0,60,80,100,40,-30,100,20,100,0.2
scenario602,1,20,60,80,40,-30,100,20,20,0.2
scenario603,0,40,60,80,100,-60,100,60,80,0.8
scenario604,0,80,60,100,40,60,80,0,80,0.1
scenario605,0,40,100,100,100,-90,100,40,100,0.6
scenario606,0,60,80,100,0,30,100,20,100,0.2
scenario607,0,60,60,80,40,-60,80,20,100,0.2
scenario608,0,40,0,100,40,-30,80,60,80,0.4
scenario609,0,40,40,60,80,-60,80,60,100,0.1
scenario610,0,40,80,80,60,-90,100,0,100,0.2
scenario611,0,20,20,100,40,-30,100,20,100,0.6
scenario612,1,20,60,100,80,-30,60,80,80,0.6
scenario613,0,60,80,100,40,-30,100,20,100,0.2
scenario614,1,0,0,100,80,-30,40,100,80,0.4
scenario615,1,60,100,80,0,30,80,40,80,0.1
scenario616,0,40,0,60,60,-90,100,0,80,0.4
scenario617,0,60,60,60,100,-60,80,60,0,0.8
scenario618,1,40,60,80,80,-90,100,40,60,1
scenario619,1,0,0,60,60,-60,100,0,80,0.1
scenario620,1,40,100,80,60,-90,80,80,100,0.2
scenario621,0,0,0,100,40,-30,100,20,100,0.6
scenario622,0,40,0,0,40,-60,100,60,100,0.8
scenario623,1,60,60,100,60,-90,60,20,100,0.8
scenario624,0,100,40,100,20,-60,100,40,100,0.6
scenario625,0,0,0,100,40,-30,100,20,100,0.6
scenario626,0,20,0,80,60,-30,100,0,80,0.6
scenario627,1,40,0,40,0,-60,100,60,100,1
scenario628,1,20,100,100,60,-60,80,100,100,0.1
scenario629,0,80,100,100,60,30,80,60,80,0.1
scenario630,0,40,60,80,60,-90,80,40,60,1
scenario631,1,40,40,60,80,-90,100,20,100,0.4
scenario632,0,60,60,100,40,-60,80,60,80,0.1
scenario633,1,40,100,100,0,60,60,40,60,0.1
scenario634,1,80,60,60,100,-60,100,60,0,0.8
scenario635,0,80,100,100,0,30,100,40,100,0.6
scenario636,1,20,80,60,80,-90,100,40,60,1
scenario637,0,0,0,100,40,-30,100,20,100,0.6
scenario638,0,0,100,100,40,0,100,20,80,0.8
scenario639,0,0,20,40,40,-30,100,0,100,0.6
scenario640,0,100,80,100,60,0,80,40,100,0.1
scenario641,1,20,100,40,80,-30,80,40,40,1
scenario642,1,20,60,20,100,-90,40,20,100,0.4
scenario643,1,0,0,100,20,-60,80,0,100,0.6
scenario644,0,60,60,100,0,60,60,60,80,0.2
scenario645,1,40,0,60,80,-90,100,40,80,1
scenario646,1,40,60,40,80,-60,100,80,0,0.8
scenario647,1,40,60,60,80,-90,60,40,60,1
scenario648,0,40,0,0,20,-60,80,60,60,1
