Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario377,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-0.986881021894544,-0.686629308835351,-1.71928548264601,0.855837223051891,-1.71466945120652,0.368842708347711,-0.125587963602844,0.458060347909633
scenario378,1.18262002981425,-1.25002778481444,0.0778634481042616,1.19356571673482,-0.257360353213595,0.418918004886357,0.844948623401876,-0.667572832530559,0.845538986701776,0.825350018956119,0.844821783499814,0.458060347909633
scenario379,-1.29529399677364,0.097674507304591,1.16906954671461,-1.21215436443778,0.377321790769421,1.24538074639753,-1.71928548264601,-0.062050236308689,-0.079298354762702,-1.7599699742625,-0.748686503563051,-1.68049401551099
scenario380,1.18262002981425,-1.25002778481444,-1.27015954210459,0.177550865441037,0.377321790769421,-0.686629308835351,1.23595833202115,-0.667572832530559,-1.71466945120652,1.24257242411103,-1.76265208149226,-0.0267570537065189
scenario381,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,0.377321790769421,-0.686629308835351,-0.688294270071102,0.428392173553284,-1.71466945120652,-0.146206802341785,1.25976808889754,0.879182744947877
scenario382,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.93994151539001,-1.72177687074363,0.412814023544208,0.855837223051891,1.23593483743556,0.825350018956119,-0.748686503563051,1.25832349099533
scenario383,-1.29529399677364,0.097674507304591,0.0778634481042616,1.19356571673482,0.377321790769421,-1.72177687074363,-0.0813429309949179,-0.062050236308689,0.414082807931542,1.24257242411103,0.844821783499814,-0.0267570537065189
scenario384,-1.29529399677364,0.097674507304591,1.16906954671461,-1.21215436443778,-0.986881021894544,-1.72177687074363,0.412814023544208,-1.71108327087202,-0.079298354762702,-1.7599699742625,1.25976808889754,0.458060347909633
scenario385,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-1.39767041076705,0.852794716930956,1.23595833202115,-0.062050236308689,0.845538986701776,0.825350018956119,1.25976808889754,-0.628450039038393
scenario386,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.93994151539001,0.852794716930956,-1.71928548264601,0.855837223051891,0.845538986701776,1.24257242411103,1.25976808889754,-0.0267570537065189
scenario387,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,1.44585459654959,0.852794716930956,0.844948623401876,-0.062050236308689,1.23593483743556,-0.765840193595269,-0.125587963602844,0.458060347909633
scenario388,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,0.93994151539001,-0.0772310994436979,-1.71928548264601,-0.062050236308689,-0.685296822701951,1.24257242411103,1.25976808889754,-0.0267570537065189
scenario389,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-1.39767041076705,0.418918004886357,-1.71928548264601,0.428392173553284,0.414082807931542,0.368842708347711,1.25976808889754,1.25832349099533
scenario390,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,0.93994151539001,1.24538074639753,1.23595833202115,1.24163583380935,-0.079298354762702,-0.146206802341785,0.389666392435424,-1.68049401551099
scenario391,-1.29529399677364,0.097674507304591,0.0778634481042616,1.19356571673482,-1.39767041076705,0.852794716930956,-0.0813429309949179,-0.062050236308689,0.414082807931542,-0.146206802341785,1.25976808889754,0.879182744947877
scenario392,1.18262002981425,0.097674507304591,-1.27015954210459,0.177550865441037,0.93994151539001,-0.0772310994436979,-1.71928548264601,0.428392173553284,0.414082807931542,-0.765840193595269,0.389666392435424,-1.68049401551099
scenario393,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.986881021894544,1.24538074639753,-1.71928548264601,1.24163583380935,0.414082807931542,-0.765840193595269,0.844821783499814,-0.628450039038393
scenario394,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.377321790769421,1.24538074639753,1.23595833202115,-0.667572832530559,0.414082807931542,0.825350018956119,-0.748686503563051,1.25832349099533
scenario395,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,0.93994151539001,-0.686629308835351,0.844948623401876,-1.71108327087202,-0.685296822701951,-0.765840193595269,0.389666392435424,0.458060347909633
scenario396,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,1.24538074639753,-0.688294270071102,-0.667572832530559,-1.71466945120652,-0.146206802341785,-0.125587963602844,0.458060347909633
scenario397,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,1.44585459654959,0.852794716930956,1.23595833202115,0.855837223051891,0.414082807931542,-1.7599699742625,0.844821783499814,-1.68049401551099
scenario398,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,1.24538074639753,-0.0813429309949179,0.855837223051891,0.414082807931542,1.24257242411103,0.389666392435424,0.458060347909633
scenario399,1.18262002981425,-1.25002778481444,0.0778634481042616,1.19356571673482,-0.986881021894544,-1.72177687074363,1.23595833202115,0.855837223051891,-0.079298354762702,-0.765840193595269,-0.125587963602844,0.879182744947877
scenario400,1.18262002981425,-1.25002778481444,0.0778634481042616,1.19356571673482,-0.986881021894544,0.418918004886357,0.412814023544208,0.428392173553284,1.23593483743556,0.825350018956119,-1.76265208149226,-0.0267570537065189
scenario401,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,0.377321790769421,0.418918004886357,0.844948623401876,1.24163583380935,-0.079298354762702,0.368842708347711,-0.748686503563051,-0.0267570537065189
scenario402,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-1.39767041076705,0.418918004886357,0.412814023544208,0.855837223051891,-0.079298354762702,-1.7599699742625,-0.125587963602844,-0.0267570537065189
scenario403,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.377321790769421,0.418918004886357,-0.688294270071102,-1.71108327087202,0.845538986701776,1.24257242411103,1.25976808889754,-1.68049401551099
scenario404,0.0577625314389136,-1.25002778481444,1.16906954671461,-1.21215436443778,-0.986881021894544,-0.0772310994436979,-0.688294270071102,-0.062050236308689,-0.685296822701951,0.825350018956119,-0.748686503563051,-0.628450039038393
scenario405,0.0577625314389136,1.15986670114866,1.16906954671461,-1.21215436443778,0.93994151539001,-0.0772310994436979,-0.688294270071102,0.428392173553284,0.414082807931542,0.368842708347711,-0.125587963602844,-0.0267570537065189
scenario406,1.18262002981425,-1.25002778481444,-1.27015954210459,0.177550865441037,1.44585459654959,-0.686629308835351,0.844948623401876,1.24163583380935,1.23593483743556,0.825350018956119,0.389666392435424,-1.68049401551099
scenario407,0.0577625314389136,-1.25002778481444,1.16906954671461,-1.21215436443778,-0.986881021894544,0.418918004886357,0.844948623401876,0.855837223051891,-1.71466945120652,0.368842708347711,-1.76265208149226,-0.628450039038393
scenario408,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,0.93994151539001,0.852794716930956,0.412814023544208,0.855837223051891,0.414082807931542,-0.146206802341785,0.389666392435424,0.879182744947877
scenario409,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,0.93994151539001,-0.686629308835351,-0.0813429309949179,1.24163583380935,0.845538986701776,-0.765840193595269,1.25976808889754,-0.628450039038393
scenario410,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,0.377321790769421,1.24538074639753,0.412814023544208,0.428392173553284,1.23593483743556,-0.146206802341785,-0.748686503563051,0.458060347909633
scenario411,-1.29529399677364,0.097674507304591,0.0778634481042616,1.19356571673482,-1.39767041076705,-1.72177687074363,1.23595833202115,1.24163583380935,1.23593483743556,0.368842708347711,-0.125587963602844,-0.0267570537065189
scenario412,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-0.986881021894544,1.24538074639753,-0.0813429309949179,-0.062050236308689,-0.079298354762702,-0.765840193595269,1.25976808889754,1.25832349099533
scenario413,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-0.257360353213595,-0.0772310994436979,0.844948623401876,0.428392173553284,0.845538986701776,-0.146206802341785,1.25976808889754,-0.628450039038393
scenario414,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,-1.39767041076705,0.852794716930956,-0.0813429309949179,0.428392173553284,-0.079298354762702,-0.146206802341785,0.844821783499814,-1.68049401551099
scenario415,1.18262002981425,0.097674507304591,-1.27015954210459,0.177550865441037,1.44585459654959,-0.0772310994436979,-0.0813429309949179,0.855837223051891,-0.685296822701951,-1.7599699742625,-0.748686503563051,-0.0267570537065189
scenario416,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,-0.257360353213595,-0.686629308835351,0.844948623401876,-1.71108327087202,-0.685296822701951,1.24257242411103,-0.748686503563051,1.25832349099533
scenario417,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.986881021894544,-1.72177687074363,-0.0813429309949179,-0.667572832530559,0.845538986701776,1.24257242411103,0.389666392435424,1.25832349099533
scenario418,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,0.377321790769421,0.852794716930956,-1.71928548264601,-1.71108327087202,0.414082807931542,-0.765840193595269,-0.125587963602844,-1.68049401551099
scenario419,0.0577625314389136,1.15986670114866,1.16906954671461,-1.21215436443778,-0.986881021894544,0.852794716930956,-0.0813429309949179,-0.667572832530559,-0.079298354762702,0.825350018956119,-0.125587963602844,-0.628450039038393
scenario420,-1.29529399677364,0.097674507304591,0.0778634481042616,1.19356571673482,-0.257360353213595,-0.686629308835351,-0.688294270071102,0.428392173553284,-0.079298354762702,1.24257242411103,0.844821783499814,-1.68049401551099
scenario421,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,-1.72177687074363,0.844948623401876,-0.062050236308689,-1.71466945120652,-1.7599699742625,-0.125587963602844,-1.68049401551099
scenario422,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,-0.986881021894544,0.418918004886357,-0.0813429309949179,-1.71108327087202,-0.685296822701951,-0.146206802341785,-0.125587963602844,0.458060347909633
scenario423,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.93994151539001,0.418918004886357,1.23595833202115,1.24163583380935,-0.079298354762702,-1.7599699742625,1.25976808889754,1.25832349099533
scenario424,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-1.39767041076705,-0.0772310994436979,-0.688294270071102,0.428392173553284,-1.71466945120652,-1.7599699742625,1.25976808889754,0.458060347909633
scenario425,-1.29529399677364,0.097674507304591,1.16906954671461,-1.21215436443778,-0.986881021894544,0.852794716930956,1.23595833202115,0.428392173553284,1.23593483743556,0.368842708347711,0.844821783499814,-0.628450039038393
scenario426,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-1.39767041076705,1.24538074639753,-0.0813429309949179,1.24163583380935,0.414082807931542,-1.7599699742625,-0.125587963602844,-1.68049401551099
scenario427,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,0.93994151539001,1.24538074639753,-0.688294270071102,0.855837223051891,1.23593483743556,-0.146206802341785,-1.76265208149226,0.879182744947877
scenario428,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,1.44585459654959,-1.72177687074363,0.844948623401876,1.24163583380935,-0.685296822701951,-0.765840193595269,-1.76265208149226,-0.628450039038393
scenario429,0.0577625314389136,-1.25002778481444,1.16906954671461,-1.21215436443778,1.44585459654959,1.24538074639753,-0.688294270071102,1.24163583380935,-0.079298354762702,0.825350018956119,1.25976808889754,0.879182744947877
scenario430,1.18262002981425,-1.25002778481444,0.0778634481042616,1.19356571673482,0.93994151539001,0.418918004886357,0.412814023544208,-0.667572832530559,-1.71466945120652,-0.765840193595269,-0.748686503563051,0.879182744947877
scenario431,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,-1.39767041076705,-0.0772310994436979,-0.0813429309949179,-1.71108327087202,1.23593483743556,0.825350018956119,-0.748686503563051,-1.68049401551099
scenario432,1.18262002981425,-1.25002778481444,0.0778634481042616,1.19356571673482,-1.39767041076705,1.24538074639753,1.23595833202115,-1.71108327087202,-0.685296822701951,1.24257242411103,1.25976808889754,-1.68049401551099
scenario433,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.986881021894544,-0.686629308835351,-0.0813429309949179,-1.71108327087202,1.23593483743556,1.24257242411103,0.844821783499814,-1.68049401551099
scenario434,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-0.986881021894544,-1.72177687074363,-1.71928548264601,-0.062050236308689,-0.079298354762702,-0.146206802341785,0.389666392435424,-0.0267570537065189
scenario435,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.986881021894544,1.24538074639753,0.412814023544208,-0.667572832530559,0.414082807931542,-1.7599699742625,-0.125587963602844,-0.0267570537065189
scenario436,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,0.852794716930956,-1.71928548264601,1.24163583380935,0.845538986701776,1.24257242411103,0.389666392435424,0.458060347909633
scenario437,1.18262002981425,0.097674507304591,-1.27015954210459,0.177550865441037,-1.39767041076705,0.852794716930956,-0.0813429309949179,1.24163583380935,1.23593483743556,-1.7599699742625,0.389666392435424,0.458060347909633
scenario438,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,-0.257360353213595,-1.72177687074363,1.23595833202115,-0.062050236308689,-1.71466945120652,0.368842708347711,-0.125587963602844,1.25832349099533
scenario439,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,0.377321790769421,1.24538074639753,-1.71928548264601,-1.71108327087202,-0.079298354762702,0.825350018956119,-1.76265208149226,-1.68049401551099
scenario440,1.18262002981425,-1.25002778481444,-1.27015954210459,0.177550865441037,0.377321790769421,-0.0772310994436979,-0.688294270071102,1.24163583380935,-0.685296822701951,0.368842708347711,0.844821783499814,0.458060347909633
scenario441,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,0.377321790769421,-0.686629308835351,-1.71928548264601,-1.71108327087202,0.414082807931542,1.24257242411103,1.25976808889754,-1.68049401551099
scenario442,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,0.377321790769421,-1.72177687074363,1.23595833202115,-1.71108327087202,-0.079298354762702,-1.7599699742625,-0.125587963602844,0.879182744947877
scenario443,-1.29529399677364,0.097674507304591,1.16906954671461,-1.21215436443778,-1.39767041076705,-1.72177687074363,-0.688294270071102,0.428392173553284,0.845538986701776,0.825350018956119,-0.125587963602844,1.25832349099533
scenario444,0.0577625314389136,1.15986670114866,1.16906954671461,-1.21215436443778,1.44585459654959,-0.0772310994436979,0.412814023544208,-0.062050236308689,-1.71466945120652,-0.146206802341785,-0.748686503563051,-0.628450039038393
scenario445,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,-1.39767041076705,-0.0772310994436979,-1.71928548264601,-1.71108327087202,-1.71466945120652,-0.765840193595269,-0.125587963602844,-0.0267570537065189
scenario446,1.18262002981425,0.097674507304591,-1.27015954210459,0.177550865441037,-0.257360353213595,-0.686629308835351,-0.688294270071102,0.855837223051891,0.845538986701776,-0.765840193595269,-0.125587963602844,-1.68049401551099
scenario447,0.0577625314389136,1.15986670114866,-1.27015954210459,1.19356571673482,1.44585459654959,1.24538074639753,1.23595833202115,-0.667572832530559,0.845538986701776,-0.146206802341785,-0.125587963602844,-1.68049401551099
scenario448,0.0577625314389136,-1.25002778481444,1.16906954671461,-1.21215436443778,0.377321790769421,-1.72177687074363,0.844948623401876,-0.667572832530559,-0.685296822701951,0.368842708347711,0.389666392435424,0.458060347909633
scenario449,1.18262002981425,-1.25002778481444,0.0778634481042616,-1.21215436443778,0.93994151539001,-0.0772310994436979,1.23595833202115,-0.062050236308689,0.845538986701776,-1.7599699742625,-1.76265208149226,0.879182744947877
scenario450,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,-1.39767041076705,0.852794716930956,-1.71928548264601,1.24163583380935,1.23593483743556,-0.146206802341785,-0.748686503563051,-1.68049401551099
scenario451,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,-0.986881021894544,-1.72177687074363,0.844948623401876,-0.667572832530559,-1.71466945120652,0.368842708347711,1.25976808889754,-0.0267570537065189
scenario452,-1.29529399677364,1.15986670114866,0.0778634481042616,1.19356571673482,0.377321790769421,0.418918004886357,-1.71928548264601,-1.71108327087202,0.845538986701776,0.825350018956119,1.25976808889754,-0.0267570537065189
scenario453,0.0577625314389136,1.15986670114866,-1.27015954210459,0.177550865441037,-0.986881021894544,-1.72177687074363,1.23595833202115,-0.062050236308689,0.845538986701776,0.368842708347711,-0.748686503563051,1.25832349099533
scenario454,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-1.39767041076705,0.418918004886357,1.23595833202115,1.24163583380935,0.845538986701776,-0.146206802341785,0.844821783499814,-1.68049401551099
scenario455,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,-0.686629308835351,0.844948623401876,1.24163583380935,-0.685296822701951,-1.7599699742625,0.844821783499814,-0.628450039038393
scenario456,-1.29529399677364,0.097674507304591,1.16906954671461,0.177550865441037,-0.257360353213595,-0.686629308835351,-0.688294270071102,-0.667572832530559,-1.71466945120652,1.24257242411103,0.389666392435424,1.25832349099533
