Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario24,-0.272700881643163,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-0.996440595931779,-0.627271873488626,0.87593459044764,0.822496951053017,0.844607739609521,0.395172934007452,0.492751183418499,-1.81765637222267
scenario25,0.183285084534335,-0.0217292281388535,1.20250698313793,-1.33463333395546,1.22552937968922,0.366294987049578,0.442580227102607,-0.0425664956547979,0.387231986627507,-0.0616631329168975,0.395172934007452,-0.664226639973731,0.770482882360268
scenario26,-1.78841106807117,-1.30625389884732,1.20250698313793,-0.0307616382661599,1.22552937968922,1.42786717746208,0.857246010779955,1.26199111555192,1.21732702897111,-0.655495946176061,-0.710504666304359,-0.664226639973731,-0.230243843023913
scenario27,0.183285084534335,-1.30625389884732,0.242198039439659,1.14295608322905,0.265171192366565,0.925875127532037,-1.66318599972643,-0.0425664956547979,1.21732702897111,0.844607739609521,1.22788199006401,1.35126844875773,-0.855671150240712
scenario28,-1.78841106807117,-1.30625389884732,0.242198039439659,1.14295608322905,0.265171192366565,-0.266653493291419,-0.627271873488626,-1.69270194289181,0.822496951053017,0.421813211252955,0.831808571100237,-0.0249943547250211,-0.855671150240712
scenario29,0.945591065832521,-0.0217292281388535,1.20250698313793,-1.33463333395546,0.265171192366565,0.925875127532037,-0.0348039946710912,1.26199111555192,-1.72990770405773,-1.66420351924228,0.395172934007452,-0.0249943547250211,-1.81765637222267
scenario30,0.583083033597828,-0.0217292281388535,1.20250698313793,-1.33463333395546,0.265171192366565,-0.996440595931779,-0.0348039946710912,-0.648493896250071,-0.714974705822416,0.844607739609521,-0.102453536986118,-0.0249943547250211,0.770482882360268
scenario31,1.28086327596692,-1.30625389884732,0.242198039439659,1.14295608322905,0.265171192366565,-1.40846074949478,-1.66318599972643,-1.69270194289181,0.387231986627507,1.2271662419673,-0.102453536986118,0.943992272543975,0.297754394809197
scenario32,-1.78841106807117,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,0.925875127532037,1.23057380262737,-0.0425664956547979,1.21732702897111,-0.0616631329168975,-1.72863374286781,0.943992272543975,1.20578822424703
scenario33,-0.272700881643163,-0.0217292281388535,1.20250698313793,-1.33463333395546,1.22552937968922,0.366294987049578,-0.627271873488626,0.448203785096971,-1.72990770405773,0.421813211252955,-0.710504666304359,0.943992272543975,-0.230243843023913
scenario34,0.583083033597828,1.11637499579394,-1.16687713362036,-0.0307616382661599,1.22552937968922,-1.40846074949478,1.23057380262737,1.26199111555192,-0.108832351218057,-0.655495946176061,1.22788199006401,-0.664226639973731,0.297754394809197
scenario35,-1.78841106807117,-0.0217292281388535,1.20250698313793,-1.33463333395546,0.265171192366565,1.42786717746208,-0.0348039946710912,0.448203785096971,-0.108832351218057,1.2271662419673,-1.72863374286781,-1.76582972851888,-0.855671150240712
scenario36,0.583083033597828,-0.0217292281388535,1.20250698313793,1.14295608322905,-1.16709053176341,-0.266653493291419,-1.66318599972643,-0.0425664956547979,0.822496951053017,0.421813211252955,0.395172934007452,1.35126844875773,-0.230243843023913
scenario37,0.583083033597828,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,1.42786717746208,0.857246010779955,-0.648493896250071,-1.72990770405773,-0.655495946176061,0.831808571100237,0.492751183418499,1.20578822424703
scenario38,-0.830894270784891,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-1.40846074949478,0.442580227102607,-0.0425664956547979,-1.72990770405773,0.421813211252955,-1.72863374286781,0.492751183418499,0.770482882360268
scenario39,-0.830894270784891,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-0.266653493291419,0.857246010779955,1.26199111555192,-0.714974705822416,0.844607739609521,-1.72863374286781,-1.76582972851888,-1.81765637222267
scenario40,-0.272700881643163,-1.30625389884732,0.242198039439659,-0.0307616382661599,1.22552937968922,-0.996440595931779,0.442580227102607,-0.648493896250071,-0.108832351218057,1.2271662419673,0.831808571100237,-0.664226639973731,1.20578822424703
scenario41,1.28086327596692,-0.0217292281388535,1.20250698313793,1.14295608322905,-1.16709053176341,1.42786717746208,1.23057380262737,-0.648493896250071,-0.714974705822416,0.421813211252955,0.831808571100237,1.35126844875773,-0.855671150240712
scenario42,0.583083033597828,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-1.40846074949478,0.442580227102607,0.448203785096971,0.822496951053017,-1.66420351924228,1.22788199006401,-1.76582972851888,-1.81765637222267
scenario43,0.583083033597828,1.11637499579394,-1.16687713362036,-1.33463333395546,0.265171192366565,1.42786717746208,-0.627271873488626,-1.69270194289181,1.21732702897111,-0.0616631329168975,0.395172934007452,-0.0249943547250211,0.297754394809197
scenario44,1.28086327596692,1.11637499579394,-1.16687713362036,-1.33463333395546,0.265171192366565,0.925875127532037,0.857246010779955,1.26199111555192,0.822496951053017,-0.0616631329168975,-0.102453536986118,-0.664226639973731,-0.230243843023913
scenario45,0.583083033597828,-1.30625389884732,0.242198039439659,1.14295608322905,0.265171192366565,0.366294987049578,-1.66318599972643,0.87593459044764,-0.714974705822416,-1.66420351924228,-0.710504666304359,-1.76582972851888,-0.855671150240712
scenario46,-0.272700881643163,1.11637499579394,0.242198039439659,-1.33463333395546,0.265171192366565,-1.40846074949478,-0.0348039946710912,0.448203785096971,1.21732702897111,1.2271662419673,-0.710504666304359,-0.0249943547250211,0.770482882360268
scenario47,-1.78841106807117,-1.30625389884732,0.242198039439659,1.14295608322905,-1.16709053176341,-0.996440595931779,-0.627271873488626,-1.69270194289181,0.387231986627507,0.844607739609521,1.22788199006401,1.35126844875773,0.770482882360268
scenario48,0.183285084534335,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,-0.996440595931779,1.23057380262737,1.26199111555192,0.387231986627507,0.421813211252955,-0.710504666304359,0.492751183418499,-1.81765637222267
scenario49,-1.78841106807117,-1.30625389884732,0.242198039439659,1.14295608322905,0.265171192366565,-1.40846074949478,-1.66318599972643,-0.0425664956547979,-0.714974705822416,-1.66420351924228,1.22788199006401,0.492751183418499,1.20578822424703
scenario50,0.945591065832521,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,1.42786717746208,0.442580227102607,-1.69270194289181,1.21732702897111,0.844607739609521,0.831808571100237,-0.664226639973731,-0.230243843023913
scenario51,0.945591065832521,-1.30625389884732,0.242198039439659,1.14295608322905,-1.16709053176341,0.925875127532037,-0.0348039946710912,-0.0425664956547979,0.822496951053017,0.844607739609521,-0.710504666304359,0.492751183418499,0.297754394809197
scenario52,0.945591065832521,1.11637499579394,0.242198039439659,-1.33463333395546,0.265171192366565,-0.266653493291419,1.23057380262737,-0.648493896250071,0.387231986627507,0.421813211252955,-0.102453536986118,-0.0249943547250211,1.20578822424703
scenario53,0.583083033597828,-1.30625389884732,1.20250698313793,-0.0307616382661599,1.22552937968922,0.925875127532037,1.23057380262737,0.87593459044764,0.387231986627507,1.2271662419673,-1.72863374286781,-0.664226639973731,-0.855671150240712
scenario54,-0.272700881643163,1.11637499579394,0.242198039439659,-1.33463333395546,0.265171192366565,0.925875127532037,0.442580227102607,1.26199111555192,0.387231986627507,-0.655495946176061,-0.102453536986118,-0.0249943547250211,-0.855671150240712
scenario55,-0.272700881643163,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-0.996440595931779,-1.66318599972643,-0.0425664956547979,-1.72990770405773,-0.0616631329168975,0.831808571100237,1.35126844875773,-0.855671150240712
scenario56,0.183285084534335,1.11637499579394,-1.16687713362036,-0.0307616382661599,1.22552937968922,1.42786717746208,-0.627271873488626,0.87593459044764,-0.714974705822416,-0.655495946176061,-1.72863374286781,-1.76582972851888,0.297754394809197
scenario57,0.583083033597828,-0.0217292281388535,1.20250698313793,1.14295608322905,-1.16709053176341,0.366294987049578,0.442580227102607,-0.0425664956547979,-0.714974705822416,1.2271662419673,-0.710504666304359,0.943992272543975,1.20578822424703
scenario58,1.28086327596692,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,-1.40846074949478,-0.627271873488626,0.448203785096971,-0.108832351218057,0.844607739609521,1.22788199006401,0.492751183418499,1.20578822424703
scenario59,1.28086327596692,-1.30625389884732,1.20250698313793,-0.0307616382661599,1.22552937968922,-0.266653493291419,0.442580227102607,0.448203785096971,-1.72990770405773,-1.66420351924228,-0.710504666304359,1.35126844875773,0.297754394809197
scenario60,0.183285084534335,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,0.366294987049578,-0.0348039946710912,1.26199111555192,0.387231986627507,-0.0616631329168975,0.395172934007452,0.943992272543975,1.20578822424703
scenario61,1.28086327596692,-0.0217292281388535,-1.16687713362036,1.14295608322905,-1.16709053176341,-0.996440595931779,0.857246010779955,-0.648493896250071,1.21732702897111,-1.66420351924228,-1.72863374286781,-0.0249943547250211,0.770482882360268
scenario62,-1.78841106807117,-0.0217292281388535,1.20250698313793,-1.33463333395546,1.22552937968922,-1.40846074949478,0.857246010779955,0.87593459044764,-1.72990770405773,1.2271662419673,0.395172934007452,-0.664226639973731,-0.855671150240712
scenario63,0.183285084534335,-1.30625389884732,0.242198039439659,1.14295608322905,-1.16709053176341,0.366294987049578,1.23057380262737,-1.69270194289181,0.822496951053017,-1.66420351924228,0.831808571100237,-0.664226639973731,0.770482882360268
scenario64,0.183285084534335,-0.0217292281388535,1.20250698313793,-1.33463333395546,1.22552937968922,-0.266653493291419,0.857246010779955,-0.0425664956547979,1.21732702897111,-0.0616631329168975,-0.102453536986118,-0.664226639973731,0.297754394809197
scenario65,-0.272700881643163,1.11637499579394,0.242198039439659,-1.33463333395546,0.265171192366565,1.42786717746208,-1.66318599972643,0.87593459044764,-0.714974705822416,0.421813211252955,1.22788199006401,-0.664226639973731,-0.230243843023913
scenario66,0.945591065832521,-1.30625389884732,1.20250698313793,-0.0307616382661599,1.22552937968922,-0.266653493291419,-1.66318599972643,-1.69270194289181,1.21732702897111,-0.0616631329168975,1.22788199006401,0.492751183418499,1.20578822424703
scenario67,-0.830894270784891,1.11637499579394,-1.16687713362036,-0.0307616382661599,1.22552937968922,-0.266653493291419,-0.0348039946710912,-1.69270194289181,-0.108832351218057,0.844607739609521,0.831808571100237,-0.664226639973731,1.20578822424703
scenario68,-1.78841106807117,1.11637499579394,-1.16687713362036,-0.0307616382661599,-1.16709053176341,-0.266653493291419,-1.66318599972643,-0.648493896250071,1.21732702897111,-1.66420351924228,-0.102453536986118,-0.0249943547250211,0.297754394809197
