feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
0,right,0.4,0,0,80,80,40,40,0,0,0.7118964913569358,26.933786869049072,0
-30,right,0.6,60,20,60,20,40,40,100,0,0.8891478680573252,26.38239622116089,0
-30,right,0.1,40,100,40,60,100,80,80,0,0.9279748079110076,27.06324076652527,0
60,right,0.6,20,60,100,60,0,60,20,0,0.9771970064589142,26.488568544387817,0
0,left,0.8,20,100,20,0,80,0,0,0,1.1036692565766848,22.82692861557007,0
30,right,1.0,20,20,0,80,40,60,40,0,0.8491486658086446,26.399529218673703,0
-30,left,0.2,40,40,0,40,80,60,20,0,1.150961094926135,22.32144141197205,0
30,right,0.8,20,0,40,60,60,80,20,0,0.7663040439626767,26.223742246627808,0
-90,left,0.8,80,100,20,40,60,40,80,0,1.0511663706483898,22.24888062477112,0
30,right,0.4,100,20,20,100,60,100,60,0,0.8326132431628879,26.39439845085144,0
-30,right,0.8,80,80,100,100,40,20,100,0,0.7852549804303308,27.360405683517456,0
0,left,0.4,20,40,100,20,0,0,100,0,1.150576009447831,22.8521089553833,0
90,right,0.8,40,40,100,0,20,100,0,0,0.8141438048815198,26.10227656364441,0
90,right,0.2,0,80,40,60,20,40,80,0,1.0046942458566417,26.255255699157715,0
-60,right,1.0,0,80,40,100,20,80,40,0,0.8946081110147351,26.858317613601685,0
30,left,1.0,100,40,20,60,60,20,60,0,1.1674206616133078,21.938274145126343,0
30,right,0.1,0,0,100,0,80,40,40,0,0.9185264183680668,26.254053354263306,0
-90,left,0.4,80,80,60,60,80,80,100,0,1.046010444148106,22.375463247299194,0
-90,left,1.0,80,40,80,60,0,60,0,0,1.0547178714294203,21.961679697036743,0
0,right,0.2,20,60,80,0,60,60,40,0,0.9187697309506062,27.509431838989254,0
30,left,0.8,60,40,20,40,0,20,100,0,1.1694047833181198,21.983563899993896,0
0,left,0.8,80,80,40,40,40,100,40,0,1.0766172871441255,22.812227725982662,0
-30,left,1.0,60,0,20,80,40,60,20,0,1.1266256343839538,22.560782194137573,0
-60,right,0.6,20,80,60,100,100,60,100,0,5.076261514424635,69.922523021698,0
60,left,0.6,40,20,60,80,0,20,0,0,1.11186122065806,21.806983709335327,0
0,right,0.6,100,100,0,20,0,80,40,0,0.8390135968765564,26.681367874145508,0
-90,left,1.0,20,100,60,100,100,100,20,0,1.0484295009372513,22.05799531936645,0
-30,right,1.0,0,40,80,60,60,80,100,0,0.8968332197175218,26.120787858963013,0
-90,left,1.0,0,20,20,80,80,40,60,0,1.015737420698028,22.238537073135376,0
0,right,0.4,0,20,80,40,80,100,0,0,0.8092919392693024,27.36277985572815,0
0,left,0.6,100,0,100,0,20,60,0,0,1.0519968147487149,22.647671222686768,0
-90,left,1.0,40,0,60,100,80,0,0,0,1.031907324047524,22.533609867095947,0
-30,right,0.2,20,60,0,0,40,80,60,0,0.7904106618271206,26.85583567619324,0
30,right,0.1,100,60,0,20,80,0,60,0,0.8355347126605772,26.20070052146912,0
-30,right,0.1,100,60,80,80,60,100,100,0,0.9386688282458858,25.7843656539917,0
90,right,0.6,60,60,100,100,0,100,80,0,0.8428165334412022,26.22712135314941,0
90,right,0.2,60,60,60,60,40,100,60,0,0.8482065832830328,26.32548689842224,0
-30,right,0.4,80,100,0,40,100,20,60,0,0.7058335190479209,27.118136644363403,0
30,right,0.8,0,60,20,80,60,80,40,0,0.8749702308669699,26.41994619369507,0
90,left,0.1,60,80,20,100,60,20,100,0,1.2281448101528754,21.952991008758545,0
0,left,0.2,40,0,60,40,60,0,20,0,1.0915086852780007,68.445969581604,0
0,left,0.1,100,80,40,0,40,20,60,0,1.0968736103471517,22.94623279571533,0
0,left,1.0,100,0,80,60,80,100,40,0,1.0514072644520616,22.867849349975582,0
60,right,0.2,60,80,0,80,100,20,80,0,1.012840011959638,26.341958045959476,0
-30,right,0.6,0,80,80,80,0,100,80,0,0.7983770058237045,25.39049816131592,0
60,left,1.0,20,20,40,60,20,40,0,0,1.2165151245254884,21.721007585525516,0
0,right,0.4,40,80,100,100,80,20,80,0,0.9163046252420632,27.47706913948059,0
-90,right,0.2,0,100,40,40,0,100,80,0,5.10185068334044,70.82858777046204,0
-60,right,0.6,60,20,40,40,80,80,60,0,0.8882470212153333,26.995259761810303,0
90,left,0.8,100,100,100,20,100,80,60,0,1.0921171977474569,21.757957458496094,0
90,left,0.4,60,60,80,80,40,20,40,0,1.0662131800289794,21.787893056869507,0
90,left,0.2,60,40,0,0,40,60,100,0,1.2162816541186758,21.98186826705933,0
90,left,0.1,0,40,100,60,60,0,0,0,1.1971585891250467,21.844001293182373,0
-60,left,1.0,40,80,100,80,0,40,60,0,1.226427340582296,22.623384714126587,0
-30,left,0.4,20,20,80,20,100,0,40,0,0.8887309006884059,22.218080282211304,0
-30,right,0.8,0,20,100,0,0,80,20,0,0.7503526243054064,26.86871337890625,0
-90,left,0.6,40,60,0,40,40,80,100,0,3.0631487256420047,70.22724056243896,0
-90,left,0.4,0,40,40,0,20,40,80,0,1.0536508586857087,22.367406606674194,0
-30,left,0.8,20,0,40,20,80,20,100,0,1.1139670017826473,44.46784424781799,0
-90,left,1.0,40,100,40,80,100,60,40,0,1.0334071615519178,22.52676725387573,0
-60,left,0.2,80,100,100,20,40,40,80,0,1.1288825111597751,23.29241704940796,0
-60,left,0.4,80,40,100,0,80,100,40,0,1.0386648685425617,22.35383033752441,0
-60,right,0.8,60,0,20,0,20,40,20,0,0.9835997012791512,26.90398478507996,0
60,right,0.6,60,80,40,0,60,0,100,0,0.889148145119778,26.395666360855103,0
-90,right,0.2,0,0,20,60,60,60,0,0,0.8591704433766371,26.849880695343018,0
60,left,0.1,80,20,0,20,60,20,20,0,1.1161100408878708,21.81246304512024,0
-30,right,0.8,100,20,80,80,0,20,0,0,0.7723938426701942,26.84788298606873,0
-60,right,0.8,80,80,0,20,60,0,60,0,0.7548563357255431,26.91833090782165,0
90,left,0.8,80,60,20,20,80,60,100,0,1.080885860581746,21.682661056518555,0
60,left,0.1,20,40,60,80,80,40,40,0,1.180728283724421,21.732635498046875,0
60,right,0.4,100,100,80,0,20,80,100,0,0.8556940910509394,26.239718437194824,0
-90,left,0.4,40,60,100,100,60,20,40,0,1.0435723334689528,22.23210120201111,0
-60,left,0.6,20,40,40,20,40,100,60,0,1.035242110747637,22.351780891418457,0
-90,right,1.0,100,60,20,100,0,0,80,0,0.8241189701358145,27.019798278808597,0
90,right,0.2,100,60,40,40,60,80,0,0,0.7939758753923473,26.111430168151852,0
90,right,0.4,60,40,40,20,40,0,20,0,0.856648453665049,26.076273918151852,0
60,left,0.8,40,80,80,100,100,0,80,0,1.2019887398553537,21.94352960586548,0
-60,right,0.8,100,80,100,40,100,80,0,0,0.8521911632024637,26.96557307243347,0
-30,left,0.1,40,0,20,60,80,40,20,0,1.1353347204912578,22.5155348777771,0
-60,right,0.1,60,40,40,80,80,0,0,0,0.8898107299536808,26.82726073265076,0
90,left,1.0,20,100,40,80,40,40,20,0,1.160786813096049,21.73552083969116,0
-60,right,0.4,80,0,60,80,60,60,20,0,0.7722870321607499,26.87480425834656,0
0,left,0.2,40,60,100,40,100,40,60,0,1.1056681846993532,23.09958052635193,0
30,left,0.2,100,20,60,20,60,40,80,0,1.1208866337238506,21.86263227462769,0
60,left,1.0,0,100,80,40,80,20,40,0,1.1023683867842486,21.947237253189087,0
-30,left,0.8,20,60,0,80,100,100,100,0,1.064241437126758,22.3386824131012,0
-30,left,0.1,40,60,60,0,0,60,40,0,1.062203223351054,22.22328996658325,0
-90,right,0.1,80,80,80,20,40,80,40,0,0.7841051008297674,26.740787982940677,0
60,left,0.2,40,40,100,80,40,0,60,0,1.2231842940715714,21.6433379650116,0
30,left,0.6,20,0,40,20,0,0,0,0,1.0873319697950443,21.89179039001465,0
-30,left,0.6,40,60,40,100,20,40,20,0,1.2229095083240245,22.618401050567627,0
30,right,0.6,60,20,80,60,80,60,60,0,0.8454342465284501,26.12969207763672,0
-90,left,0.6,80,20,0,80,20,0,20,0,1.076410129768966,22.44277048110962,0
60,right,0.4,80,40,20,100,40,20,0,0,0.8844178985592179,26.080695152282715,0
-60,right,1.0,100,40,0,0,0,20,40,0,0.8154247564821968,26.94832158088684,0
0,right,0.2,0,40,40,80,80,80,20,0,0.9740760126950304,27.322055101394653,0
-60,left,0.2,80,40,80,20,100,80,80,0,1.2283077348901628,69.18949866294861,0
30,left,0.4,20,100,0,20,80,20,100,0,1.1590177241125752,21.998722791671756,0
-60,left,1.0,100,60,20,40,20,60,80,0,0.9318863817912236,22.756844758987427,0
-90,left,0.8,20,20,40,60,60,100,60,0,0.9912810054775456,22.051696062088013,0
60,right,0.6,20,60,0,40,20,20,20,0,0.7668211318207239,26.155020236968998,0
-30,right,1.0,80,20,40,40,40,0,100,0,0.9234028584919676,27.16394329071045,0
-30,right,0.1,100,20,100,60,100,60,60,0,0.9019630121602994,26.91145491600037,0
-90,right,0.1,20,20,80,20,0,80,100,0,0.8769421179258825,25.43778657913208,0
-60,left,1.0,0,60,60,20,0,20,0,0,0.9649608842159704,22.23666000366211,0
0,left,0.2,20,0,60,100,80,100,80,0,1.1336967853861852,69.28948998451233,0
-60,right,0.2,100,0,40,100,60,60,20,0,0.8734040581147896,26.74794101715088,0
30,right,1.0,20,40,100,100,100,60,0,0,0.8409093985822463,26.147796154022217,0
-60,right,0.6,40,80,20,60,40,100,40,0,0.9277900138260572,27.033543825149536,0
0,right,1.0,40,100,20,80,20,80,60,0,0.926478743021994,27.226954221725464,0
60,right,1.0,20,80,60,0,100,40,20,0,0.7804010782059081,26.246981859207157,0
-60,right,0.4,60,100,20,80,20,60,60,0,0.9864645497530552,27.00740385055542,0
-60,right,0.2,0,0,0,80,80,20,20,0,0.9641297622089028,26.82187271118164,0
-90,right,0.1,0,40,80,0,40,0,60,0,0.9660227475688092,25.35425329208374,0
60,left,0.1,60,100,40,40,0,60,0,0,1.2034244476369629,21.7949435710907,0
-90,right,0.6,60,20,0,100,40,40,60,0,0.8940688639785157,27.20804715156555,0
-30,right,1.0,100,80,100,40,20,40,20,0,0.8099271181170802,26.58889579772949,0
-90,left,0.1,100,40,60,80,60,20,100,0,1.0677050073158794,22.402530193328857,0
-30,right,0.4,0,60,100,20,80,0,80,0,0.7409064975792452,26.905705213546756,0
30,left,0.4,100,60,0,60,0,60,20,0,1.1767366681343197,21.82394504547119,0
-60,left,0.4,0,80,20,0,80,60,80,0,1.0350246082206165,22.25525665283203,0
0,right,0.2,80,80,40,0,100,40,100,0,0.928575305188417,26.97857117652893,0
90,right,0.6,80,20,60,20,100,60,0,0,0.823044285751411,26.15858268737793,0
-30,left,0.8,60,100,100,100,60,100,40,0,1.0851910769877038,22.661845922470093,0
0,left,0.4,100,20,20,60,40,0,60,0,1.1004714653599053,22.561010122299194,0
-30,right,0.6,80,40,20,60,0,100,0,0,0.7413308265573044,26.958946466445923,0
-90,left,0.6,100,40,20,40,80,100,40,0,1.0566651642500404,22.16037511825561,0
30,left,0.4,40,40,60,40,40,100,0,0,1.1795479461991465,21.8344566822052,0
0,left,0.6,20,100,0,80,40,0,80,0,1.0927068853217747,69.14026188850403,0
30,left,0.6,100,80,20,20,40,80,20,0,1.2249100759861429,21.919291019439697,0
0,right,0.8,40,100,80,100,0,40,60,0,0.7755265902569193,27.24056124687195,0
30,left,0.2,60,20,40,40,100,40,40,0,1.1338542479038471,21.952349424362183,0
60,left,0.4,60,20,0,60,80,100,80,0,1.2072853732061484,21.99468350410461,0
30,left,0.6,0,40,0,40,20,0,60,0,1.0878467476971168,21.942009687423703,0
90,left,0.4,100,100,0,60,0,80,60,0,1.2185066472263513,22.07780742645264,0
-30,left,0.2,0,0,100,100,60,20,60,0,1.0904654280558297,22.55548906326294,0
30,right,0.2,60,80,20,0,60,100,0,0,0.8151569747234734,26.264289379119877,0
90,left,1.0,40,0,40,20,20,20,100,0,1.2476807766420537,21.852129697799683,0
90,left,0.4,40,20,20,100,0,60,100,0,1.2544706089741229,22.066877841949463,0
0,right,0.6,20,40,80,60,100,80,40,0,0.8307016300930606,27.41519570350647,0
0,right,0.8,0,40,60,80,0,40,20,0,0.9005365040289635,26.99081969261169,0
-30,left,0.2,60,60,80,20,20,100,0,0,1.2306264963193474,22.525795698165894,0
0,left,0.6,40,100,20,20,60,20,100,0,1.0612672823338816,68.98054575920105,0
30,right,0.1,100,60,80,100,20,80,100,0,0.8400006985758012,26.131476402282715,0
0,right,0.8,40,20,0,0,20,60,40,0,0.9560417896009528,27.18137288093567,0
60,right,1.0,80,0,0,60,100,60,80,0,0.8227938646113768,26.095375776290894,0
30,right,0.8,0,60,80,100,40,60,20,0,0.8252846956493228,26.56535530090332,0
0,left,0.4,80,20,80,80,100,100,0,0,1.1016510975289924,22.65346908569336,0
-90,left,0.4,40,80,0,20,0,0,80,0,1.0712344157968885,22.771855115890503,0
-60,left,0.1,20,100,20,20,20,100,100,0,1.1699456577415217,22.32055687904358,0
60,right,0.2,80,60,0,100,60,0,0,0,0.9235021650477327,26.21073055267334,0
60,right,0.1,0,80,80,80,0,80,60,0,0.7698193183024684,25.906354904174805,0
60,left,0.4,0,20,20,40,20,40,60,0,1.067702606724528,21.53206038475037,0
-30,left,0.1,60,0,0,20,40,80,0,0,1.0510631819444445,21.79745578765869,0
90,right,0.2,60,20,100,0,60,100,20,0,0.904969288041664,25.985153913497925,0
90,left,0.8,80,20,80,60,80,40,60,0,1.072453080167185,21.57480263710022,0
-60,right,1.0,20,20,100,100,60,40,80,0,0.8607541345652937,22.47644543647766,0
-30,right,0.4,20,40,80,100,40,20,60,0,0.7526826640057693,26.539762258529663,0
30,right,0.1,100,0,100,0,60,20,100,0,0.8311245672977526,26.27491521835327,0
-60,left,0.8,60,60,40,100,60,40,80,0,1.0233035986355796,22.065921783447266,0
0,left,1.0,60,80,0,0,80,0,100,0,1.0885759569478697,69.15970277786255,0
90,left,0.1,80,40,20,0,40,100,100,0,1.1351703134744775,22.442289352416992,0
60,left,0.1,0,60,60,0,60,20,100,0,1.157531454372689,22.037546396255493,0
-30,left,0.6,80,60,0,40,100,60,40,0,1.164764805101601,22.61636686325073,0
60,right,0.8,100,100,40,40,80,60,80,0,0.8222318024869276,26.04246759414673,0
60,left,0.8,100,0,20,100,100,80,20,0,1.230000924248318,22.34219765663147,0
-60,right,0.8,0,100,40,100,100,20,20,0,0.9223473024833346,26.880529642105103,0
90,right,0.6,0,0,40,100,100,100,100,0,0.8324560537367915,26.147297620773315,0
30,left,0.2,60,0,100,60,40,20,60,0,1.1641333346138174,21.80072259902954,0
-60,left,1.0,20,100,80,60,0,80,100,0,1.106752715706972,23.85258674621582,0
90,left,0.1,20,100,100,80,20,0,20,0,1.2255941857219346,21.742818355560303,0
30,right,0.8,20,80,80,100,20,0,100,0,0.9176012696596958,26.16356134414673,0
90,right,0.2,40,60,40,100,0,100,100,0,0.9165225027559296,26.24120163917541,0
30,left,0.2,0,20,0,60,80,20,0,0,1.172319847099104,22.346216201782227,0
-90,right,0.2,20,20,40,80,0,0,60,0,0.9174600695667668,27.163864135742188,0
0,left,0.8,100,40,80,40,20,20,80,0,1.0616730892987891,69.59784436225891,0
-30,right,1.0,80,40,60,0,40,80,60,0,0.8366964981559416,27.04156231880188,0
0,right,1.0,20,40,60,80,0,60,80,0,0.9392243578327828,27.27614498138428,0
-90,right,0.4,60,100,60,0,60,0,20,0,0.886766735573274,26.90722131729126,0
90,left,0.6,40,80,60,0,40,20,100,0,1.1654074125684375,22.010486364364624,0
0,right,0.2,60,100,60,60,20,60,100,0,0.9939139976860216,27.54820919036865,0
-90,right,0.6,40,80,20,0,80,80,40,0,0.9570837667848034,27.003528118133545,0
0,right,0.6,0,60,100,40,40,0,0,0,0.8173012466590903,26.896868228912357,0
60,left,1.0,60,100,20,40,60,40,100,0,1.1608267268285948,21.94776058197021,0
0,left,0.8,60,40,100,100,60,40,0,0,1.2119663922763555,22.78293776512146,0
90,left,0.6,0,100,20,0,80,40,100,0,1.0973836088827518,21.899730682373047,0
90,left,0.4,100,40,100,40,20,20,60,0,1.2063156477505337,21.926560163497925,0
0,right,0.4,80,100,40,60,60,100,40,0,0.9959460852933324,27.150622606277462,0
60,left,0.2,40,80,40,20,60,60,100,0,1.1421142137213296,21.95556950569153,0
90,left,0.6,80,20,40,0,100,80,80,0,1.1705256107490811,21.63474988937378,0
60,right,0.4,40,100,100,80,60,40,0,0,0.8175434389743169,26.19160532951355,0
-90,left,0.8,100,40,0,100,60,20,100,0,1.038922822512784,22.336689710617065,0
90,right,0.2,20,80,40,60,0,40,40,0,0.7508326867944458,26.194708585739136,0
-30,left,0.1,80,80,60,100,80,20,20,0,1.1009369997512202,67.40507555007935,0
60,right,0.6,60,40,20,60,0,100,60,0,0.7802420542871643,26.326981782913208,0
90,right,0.8,80,100,100,100,40,0,0,0,0.8528779960131634,26.137120485305783,0
30,left,0.4,40,100,40,40,0,0,0,0,1.123051571214424,21.86482858657837,0
30,right,0.8,80,20,60,80,40,0,100,0,0.9111169463501968,26.523462057113647,0
60,left,0.4,80,60,0,40,80,80,100,0,1.1678360105346923,21.94065809249878,0
30,right,0.6,100,0,60,20,20,100,0,0,0.891276865056606,26.208940982818604,0
-60,left,0.1,0,40,20,40,100,40,100,0,1.0589583580433473,22.713727235794067,0
-30,right,0.8,20,60,60,40,100,20,0,0,0.7964829038292697,25.06208229064941,0
90,left,0.6,40,60,20,80,60,40,80,0,1.1620787581658203,21.569779872894287,0
-30,left,0.4,100,60,20,20,80,40,40,0,1.1033946874264002,22.651931524276733,0
90,right,1.0,0,0,20,100,100,0,0,0,0.7973387958701377,26.470680475234985,0
-90,right,0.8,100,40,80,40,100,40,80,0,0.9182568566511434,26.9921395778656,0
-60,right,1.0,0,20,100,0,100,80,80,0,0.743296387932329,26.693928956985477,0
30,right,0.6,40,0,40,20,60,40,20,0,0.8526773482004778,26.143340349197388,0
-90,right,0.2,0,100,0,60,20,20,40,0,0.8916465268406166,27.08242654800415,0
60,left,0.2,60,100,20,100,40,80,40,0,1.2867993503594075,22.326754808425903,0
-30,right,0.4,40,100,20,20,100,60,60,0,0.8799174494181983,30.017252206802368,0
60,right,0.8,40,0,100,60,0,80,20,0,0.7614746626148656,26.183264017105103,0
