Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario476,-0.862761621510944,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,-1.00239089444751,0.845988550928614,-0.10168287412391,0.852109752283719,-0.683894585968948,-0.718963393744471,1.25853281157616,1.25101575249746
scenario477,0.160487830177189,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,-0.279834504099894,0.400556275196196,1.25881930292939,0.852109752283719,0.423406678238662,-0.0965263600149669,0.403000848726115,-1.69969595543849
scenario478,-1.82884176568521,1.21305376092378,0.00149776170436791,-1.21568171831279,0.0418903200885204,-1.00239089444751,-0.105390324282462,-1.73675554419438,-0.1013727835452,-0.0735295664985184,-0.0965263600149669,0.403000848726115,0.438324973371956
scenario479,1.26788197764998,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,0.913821399695728,-0.720411410965701,-1.73675554419438,0.405692549977052,-1.72068440917772,1.27627487333865,0.403000848726115,-1.69969595543849
scenario480,0.160487830177189,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,-1.00239089444751,-0.720411410965701,1.25881930292939,0.852109752283719,1.25118060264455,1.27627487333865,-0.105940028704508,1.25101575249746
scenario481,-0.299576149060235,-1.33404245536502,0.00149776170436791,1.1943148916805,0.0418903200885204,-1.40765847327606,0.845988550928614,0.405776967724869,0.852109752283719,0.423406678238662,-1.74638022717831,-1.74578470357924,-1.69969595543849
scenario482,-0.862761621510944,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,-1.40765847327606,-1.73558721692478,0.852541492736859,0.852109752283719,1.25118060264455,-1.74638022717831,-0.724600914690176,-0.656894944368464
scenario483,-0.862761621510944,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,0.351718749261211,-0.105390324282462,-0.718543435502394,-1.73517431897678,0.423406678238662,-0.718963393744471,-1.74578470357924,-0.656894944368464
scenario484,-0.862761621510944,0.0399888177176225,-1.29355186213468,1.1943148916805,-1.27446601253309,-1.00239089444751,0.845988550928614,0.852541492736859,-0.1013727835452,-1.72068440917772,-0.0965263600149669,0.851069268359279,-0.0517840107686844
scenario485,-1.82884176568521,0.0399888177176225,1.1189308127877,-1.21568171831279,0.0418903200885204,1.42106445749643,0.400556275196196,-1.73675554419438,-0.1013727835452,0.857971735558463,-0.0965263600149669,-1.74578470357924,-0.0517840107686844
scenario486,0.160487830177189,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,1.42106445749643,0.400556275196196,0.852541492736859,0.852109752283719,0.857971735558463,0.415520962302654,1.25853281157616,1.25101575249746
scenario487,-1.82884176568521,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,0.351718749261211,1.25105484299553,0.405776967724869,1.2580717148647,0.423406678238662,0.86632427691659,-0.724600914690176,0.865479425705446
scenario488,0.563861286775004,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,0.913821399695728,-1.73558721692478,1.25881930292939,-0.1013727835452,0.423406678238662,-1.74638022717831,0.851069268359279,-0.0517840107686844
scenario489,1.26788197764998,0.0399888177176225,-1.29355186213468,1.1943148916805,-1.27446601253309,0.913821399695728,0.400556275196196,-0.10168287412391,-0.717753786527727,0.857971735558463,-0.0965263600149669,0.851069268359279,0.865479425705446
scenario490,0.929611332140439,0.0399888177176225,1.1189308127877,-1.21568171831279,0.0418903200885204,-0.279834504099894,-1.73558721692478,-0.10168287412391,-1.73517431897678,-0.683894585968948,-0.718963393744471,0.403000848726115,1.25101575249746
scenario491,1.26788197764998,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,0.913821399695728,0.400556275196196,-0.10168287412391,-1.73517431897678,1.25118060264455,0.86632427691659,0.403000848726115,-0.0517840107686844
scenario492,0.160487830177189,-1.33404245536502,0.00149776170436791,1.1943148916805,0.0418903200885204,0.351718749261211,-0.720411410965701,-1.73675554419438,0.852109752283719,0.423406678238662,-0.718963393744471,-0.105940028704508,1.25101575249746
scenario493,-0.862761621510944,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,0.351718749261211,0.845988550928614,1.25881930292939,-1.73517431897678,-0.0735295664985184,1.27627487333865,1.25853281157616,1.25101575249746
scenario494,-1.82884176568521,0.0399888177176225,1.1189308127877,1.1943148916805,-1.27446601253309,1.42106445749643,-1.73558721692478,1.25881930292939,1.2580717148647,-1.72068440917772,-0.0965263600149669,1.25853281157616,0.438324973371956
scenario495,1.26788197764998,0.0399888177176225,-1.29355186213468,1.1943148916805,-1.27446601253309,1.42106445749643,1.25105484299553,-0.10168287412391,0.852109752283719,-0.0735295664985184,-1.74638022717831,-1.74578470357924,-1.69969595543849
scenario496,1.26788197764998,0.0399888177176225,1.1189308127877,-1.21568171831279,0.0418903200885204,-1.00239089444751,0.400556275196196,0.852541492736859,1.2580717148647,-0.683894585968948,-0.0965263600149669,0.851069268359279,-0.656894944368464
scenario497,0.929611332140439,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,0.351718749261211,-0.720411410965701,1.25881930292939,0.405692549977052,1.25118060264455,0.86632427691659,-1.74578470357924,-0.656894944368464
scenario498,-0.862761621510944,0.0399888177176225,1.1189308127877,1.1943148916805,-1.27446601253309,0.913821399695728,-0.105390324282462,0.405776967724869,0.852109752283719,-1.72068440917772,0.415520962302654,1.25853281157616,-0.0517840107686844
scenario499,1.26788197764998,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,0.351718749261211,1.25105484299553,-0.718543435502394,-1.73517431897678,0.857971735558463,-0.0965263600149669,0.403000848726115,0.438324973371956
scenario500,0.929611332140439,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,-1.00239089444751,-1.73558721692478,-0.718543435502394,0.852109752283719,-0.683894585968948,0.415520962302654,-0.724600914690176,-1.69969595543849
scenario501,-0.299576149060235,0.0399888177176225,-1.29355186213468,1.1943148916805,-1.27446601253309,1.42106445749643,-1.73558721692478,-0.718543435502394,-0.717753786527727,-0.683894585968948,0.86632427691659,-1.74578470357924,-1.69969595543849
scenario502,0.563861286775004,-1.33404245536502,0.00149776170436791,1.1943148916805,-1.27446601253309,-0.279834504099894,-1.73558721692478,0.852541492736859,0.852109752283719,1.25118060264455,-1.74638022717831,0.403000848726115,0.865479425705446
scenario503,0.160487830177189,1.21305376092378,0.00149776170436791,-1.21568171831279,0.0418903200885204,-0.279834504099894,0.400556275196196,0.852541492736859,0.852109752283719,0.423406678238662,-0.718963393744471,-0.724600914690176,-0.0517840107686844
scenario504,-0.299576149060235,0.0399888177176225,1.1189308127877,1.1943148916805,-1.27446601253309,-0.279834504099894,-1.73558721692478,-1.73675554419438,-0.1013727835452,1.25118060264455,0.86632427691659,0.403000848726115,-1.69969595543849
scenario505,1.26788197764998,1.21305376092378,0.00149776170436791,-1.21568171831279,0.0418903200885204,0.913821399695728,-0.105390324282462,-0.718543435502394,0.852109752283719,-0.683894585968948,-0.718963393744471,-0.724600914690176,-0.0517840107686844
scenario506,-0.299576149060235,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,-1.40765847327606,1.25105484299553,-0.10168287412391,-0.717753786527727,-0.683894585968948,0.86632427691659,-0.105940028704508,-1.69969595543849
scenario507,-1.82884176568521,-1.33404245536502,1.1189308127877,0.173327041421381,1.13623727486015,-1.00239089444751,-0.105390324282462,0.405776967724869,1.2580717148647,1.25118060264455,-0.0965263600149669,-0.724600914690176,-1.69969595543849
scenario508,0.160487830177189,0.0399888177176225,1.1189308127877,1.1943148916805,-1.27446601253309,1.42106445749643,0.400556275196196,-1.73675554419438,-0.1013727835452,1.25118060264455,-0.0965263600149669,0.851069268359279,-0.0517840107686844
scenario509,0.563861286775004,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,1.42106445749643,-0.105390324282462,-1.73675554419438,1.2580717148647,0.857971735558463,-0.0965263600149669,1.25853281157616,0.865479425705446
scenario510,0.929611332140439,1.21305376092378,-1.29355186213468,0.173327041421381,-1.27446601253309,-0.279834504099894,0.845988550928614,1.25881930292939,0.405692549977052,0.423406678238662,-1.74638022717831,0.851069268359279,-0.0517840107686844
scenario511,-1.82884176568521,1.21305376092378,-1.29355186213468,0.173327041421381,1.13623727486015,0.351718749261211,0.400556275196196,0.405776967724869,-1.73517431897678,-0.683894585968948,1.27627487333865,0.851069268359279,0.438324973371956
scenario512,1.26788197764998,0.0399888177176225,1.1189308127877,-1.21568171831279,0.0418903200885204,0.913821399695728,0.845988550928614,-0.10168287412391,0.405692549977052,0.857971735558463,0.415520962302654,-1.74578470357924,-1.69969595543849
scenario513,1.26788197764998,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,-1.00239089444751,1.25105484299553,0.405776967724869,1.2580717148647,-0.0735295664985184,-1.74638022717831,0.403000848726115,0.438324973371956
scenario514,1.26788197764998,-1.33404245536502,1.1189308127877,0.173327041421381,1.13623727486015,0.351718749261211,0.400556275196196,0.852541492736859,0.852109752283719,0.423406678238662,-0.0965263600149669,0.851069268359279,-1.69969595543849
scenario515,0.563861286775004,1.21305376092378,-1.29355186213468,0.173327041421381,1.13623727486015,0.351718749261211,-0.720411410965701,-0.10168287412391,-0.717753786527727,-1.72068440917772,0.86632427691659,0.851069268359279,1.25101575249746
scenario516,-0.299576149060235,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,1.42106445749643,1.25105484299553,-1.73675554419438,1.2580717148647,-0.683894585968948,-1.74638022717831,0.851069268359279,0.438324973371956
scenario517,0.160487830177189,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,-0.279834504099894,-1.73558721692478,0.405776967724869,0.852109752283719,0.857971735558463,-0.718963393744471,0.851069268359279,-1.69969595543849
scenario518,-0.299576149060235,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,1.42106445749643,1.25105484299553,0.852541492736859,-0.1013727835452,0.423406678238662,0.415520962302654,0.403000848726115,-1.69969595543849
scenario519,0.563861286775004,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,0.913821399695728,-0.105390324282462,-1.73675554419438,-0.717753786527727,0.857971735558463,0.86632427691659,0.403000848726115,0.865479425705446
scenario520,0.563861286775004,1.21305376092378,-1.29355186213468,-1.21568171831279,0.0418903200885204,-1.00239089444751,1.25105484299553,-0.718543435502394,0.405692549977052,0.423406678238662,0.415520962302654,0.403000848726115,0.438324973371956
scenario521,-1.82884176568521,0.0399888177176225,1.1189308127877,-1.21568171831279,0.0418903200885204,-0.279834504099894,-1.73558721692478,-0.10168287412391,-0.717753786527727,0.423406678238662,-1.74638022717831,1.25853281157616,0.438324973371956
scenario522,-1.82884176568521,0.0399888177176225,1.1189308127877,-1.21568171831279,1.13623727486015,1.42106445749643,0.845988550928614,0.852541492736859,0.405692549977052,-0.0735295664985184,1.27627487333865,-1.74578470357924,0.438324973371956
scenario523,0.929611332140439,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,0.351718749261211,-0.720411410965701,0.852541492736859,-1.73517431897678,-1.72068440917772,0.415520962302654,0.403000848726115,-1.69969595543849
scenario524,1.26788197764998,-1.33404245536502,0.00149776170436791,0.173327041421381,1.13623727486015,-1.00239089444751,-0.105390324282462,-1.73675554419438,-0.1013727835452,0.423406678238662,-0.0965263600149669,-1.74578470357924,-1.69969595543849
scenario525,1.26788197764998,-1.33404245536502,0.00149776170436791,1.1943148916805,-1.27446601253309,0.351718749261211,-0.720411410965701,-0.718543435502394,-0.717753786527727,-0.0735295664985184,-0.718963393744471,-0.724600914690176,-1.69969595543849
